[Abberath's Hooves]:25c/0,15div  (Artwork:AbberathsHooves)
[Ngamahu's Flame][5L]:20c/0,12div  (Artwork:RiriTeNgamahu)
[Ngamahu's Flame]:4c/0,02div  (Artwork:RiriTeNgamahu)
[Ngamahu's Sign]:4c/0,02div  (Artwork:NgamahusSign)
[Nightgrip]:40c/0,24div  (Artwork:SpiritGlovesUnique)
[Night's Hold]:1c/0,01div  (Artwork:SocketedTalisman)
[Nimis]:6719,2c/40div  (Artwork:UberEaterofWorlds)
[Nomic's Storm]:1c/0,01div  (Artwork:NomicsStorm)
[Null and Void]:2c/0,01div  (Artwork:NullAndVoid)
[Null's Inclination][5L]:63,4c/0,38div  (Artwork:NullBow)
[Null's Inclination][6L]:56c/0,33div  (Artwork:NullBow)
[Null's Inclination]:5c/0,03div  (Artwork:NullBow)
[Nuro's Harp][6L]:40c/0,24div  (Artwork:NurosPurifyingHarp)
[Nuro's Harp][5L]:26c/0,15div  (Artwork:NurosPurifyingHarp)
[Nuro's Harp]:1c/0,01div  (Artwork:NurosPurifyingHarp)
[Nycta's Lantern]:5c/0,03div  (Artwork:Lychnuslyaei)
[Oba's Cursed Trove](T10):5c/0,03div  (Artwork:oba)
[Oba's Cursed Trove](T13):4c/0,02div  (Artwork:oba)
[Oba's Cursed Trove](T16):4c/0,02div  (Artwork:oba)
[Obliteration]:4c/0,02div  (Artwork:Maledict)
[Obscurantis]:3c/0,02div  (Artwork:Obscurantis)
[Offering to the Serpent]:20c/0,12div  (Artwork:GripOfTheCobra)
[Olesya's Delight]:10c/0,06div  (Artwork:AltChargeDex)
[Olmec's Sanctum](T4):5c/0,03div  (Artwork:olmec)
[Olmec's Sanctum](T1):4c/0,02div  (Artwork:olmec)
[Olmec's Sanctum](T16):4c/0,02div  (Artwork:olmec)
[Olmec's Sanctum](T12):4c/0,02div  (Artwork:olmec)
[Olmec's Sanctum](T8):4c/0,02div  (Artwork:olmec)
[Olroth's Charge]:55c/0,33div  (Artwork:AdaptationBootsUnique)
[Olroth's Resolve]:167,98c/1div  (Artwork:WardFlask02)
[Omeyocan]:50c/0,3div  (Artwork:Omeyocan)
[Ondar's Clasp]:1c/0,01div  (Artwork:OndarsClasp)
[One With Nothing]:70c/0,42div  (Artwork:DragonStyleJewel)
[Oni-Goroshi][6L]:1007,64c/6div  (Artwork:TheGoddessUnleashed)
[Orbala's Stand]:1c/0,01div  (Artwork:RuggedStepBoots)
[Oriath's End]:369,56c/2,2div  (Artwork:UberSirusFlask)
[Original Sin]:218775,78c/1302,39div  (Artwork:SanctumSpecialUniqueRing)
[Ornament of the East]:1c/0,01div  (Artwork:OrnamentOfTheEast)
[Oro's Sacrifice][6L]:80c/0,48div  (Artwork:OrosSacrifice)
[Oro's Sacrifice][5L]:18,9c/0,11div  (Artwork:OrosSacrifice)
[Oro's Sacrifice]:2c/0,01div  (Artwork:OrosSacrifice)
[Oskarm]:2c/0,01div  (Artwork:ZenoGloves)
[Pacifism]:5c/0,03div  (Artwork:GreenCorrupt6)
[Painseeker]:3c/0,02div  (Artwork:GripOfUnmaking)
[Paradoxica]:100c/0,6div  (Artwork:AssassinationUnique2)
[Perandus Blazon]:2c/0,01div  (Artwork:BuckledBeltUnique2)
[Perandus Signet]:20c/0,12div  (Artwork:LadyRing)
[Perepiteia]:20c/0,12div  (Artwork:LightningShield)
[Perfidy][6L]:128,5c/0,76div  (Artwork:Tangmazuarmourbodyarmour)
[Perfidy][5L]:85c/0,51div  (Artwork:Tangmazuarmourbodyarmour)
[Perfidy]:8c/0,05div  (Artwork:Tangmazuarmourbodyarmour)
[Perquil's Toe]:8c/0,05div  (Artwork:PerquilsToe)
[Perseverance]:4c/0,02div  (Artwork:Perserverance)
[Pillar of the Caged God][6L]:40c/0,24div  (Artwork:PillaroftheCagedGod)
[Pillar of the Caged God][5L]:9,6c/0,06div  (Artwork:PillaroftheCagedGod)
[Pillar of the Caged God]:1c/0,01div  (Artwork:PillaroftheCagedGod)
[Pillars of Arun](T5):5c/0,03div  (Artwork:PillarsOfVastiri)
[Pillars of Arun](T2):5c/0,03div  (Artwork:PillarsOfVastiri)
[Pillars of Arun](T16):4c/0,02div  (Artwork:PillarsOfVastiri)
[Pillars of Arun](T9):4c/0,02div  (Artwork:PillarsOfVastiri)
[Pillars of Arun](T13):4c/0,02div  (Artwork:PillarsOfVastiri)
[Piscator's Vigil]:4c/0,02div  (Artwork:PiscatorsVigil)
[Pledge of Hands][6L]:671,76c/4div  (Artwork:PledgeofHands)
[Pledge of Hands][5L]:167,94c/1div  (Artwork:PledgeofHands)
[Pledge of Hands]:167,94c/1div  (Artwork:PledgeofHands)
[Plume of Pursuit]:5c/0,03div  (Artwork:RavensCrown)
[Polaric Devastation]:70c/0,42div  (Artwork:AshAndFrost)
[Poorjoy's Asylum](T14):10c/0,06div  (Artwork:PoorjoysAsylum)
[Poorjoy's Asylum](T16):8c/0,05div  (Artwork:PoorjoysAsylum)
[Powerlessness]:5c/0,03div  (Artwork:BlueCorrupt6)
[Pragmatism][6L]:126c/0,75div  (Artwork:GreeneyesArmour)
[Pragmatism][5L]:99c/0,59div  (Artwork:GreeneyesArmour)
[Pragmatism]:10c/0,06div  (Artwork:GreeneyesArmour)
[Praxis]:5c/0,03div  (Artwork:Praxis)
[Precursor's Emblem]:167,98c/1div  (Artwork:CombinedBlueRing)
[Precursor's Emblem]:167,98c/1div  (Artwork:CombinedRedRing)
[Precursor's Emblem]:167,98c/1div  (Artwork:CombinedGreenRing)
[Precursor's Emblem]:167,98c/1div  (Artwork:CombinedRedGreenRing)
[Precursor's Emblem]:167,98c/1div  (Artwork:CombinedPrismaticRing)
[Presence of Chayula]:503,94c/3div  (Artwork:PresenceOfChayula)
[Primordial Eminence]:60c/0,36div  (Artwork:GolemArctic)
[Primordial Harmony]:45c/0,27div  (Artwork:GolemTempest)
[Primordial Might]:40c/0,24div  (Artwork:GolemInfernal)
[Prism Guardian]:20c/0,12div  (Artwork:TheCorundum)
[Prismatic Eclipse]:1c/0,01div  (Artwork:PrismaticEclipse)
[Prismweave]:3c/0,02div  (Artwork:Prismweave)
[Profane Proxy]:5c/0,03div  (Artwork:SkitterbotRing)
[Progenesis]:8399c/50div  (Artwork:UberMavenFlask)
[Prospero's Protection]:4c/0,02div  (Artwork:ShieldBand)
[Pure Talent]:20c/0,12div  (Artwork:PureTalent)
[Putembo's Meadow]:251,97c/1,5div  (Artwork:BlueComponent2)
[Putembo's Mountain]:503,94c/3div  (Artwork:BlueComponent)
[Putembo's Valley]:100c/0,6div  (Artwork:BlueComponent3)
[Pyre]:5c/0,03div  (Artwork:Cherufe)
[Pyroshock Clasp]:5c/0,03div  (Artwork:PyroshockClasp)
[Qotra's Regulator]:12,7c/0,08div  (Artwork:AgonyOfDecay)
[Quecholli][6L]:40c/0,24div  (Artwork:TwoHandMace5Unique)
[Quecholli][5L]:18,08c/0,11div  (Artwork:TwoHandMace5Unique)
[Quecholli]:1c/0,01div  (Artwork:TwoHandMace5Unique)
[Queen of the Forest][6L]:335,96c/2div  (Artwork:QueenoftheForest)
[Queen of the Forest][5L]:90,9c/0,54div  (Artwork:QueenoftheForest)
[Queen of the Forest]:10c/0,06div  (Artwork:QueenoftheForest)
[Queen's Decree][5L]:43c/0,26div  (Artwork:TwoHandSwordUnique3)
[Queen's Decree][6L]:42c/0,25div  (Artwork:TwoHandSwordUnique3)
[Queen's Decree]:1c/0,01div  (Artwork:TwoHandSwordUnique3)
[Quickening Covenant]:15c/0,09div  (Artwork:unique10)
[Quill Rain][6L]:167,94c/1div  (Artwork:Bow2unique)
[Quill Rain][5L]:50c/0,3div  (Artwork:Bow2unique)
[Quill Rain]:4,67c/0,03div  (Artwork:Bow2unique)
[Rain of Splinters]:10c/0,06div  (Artwork:RedKarui)
[Rainbowstride]:5c/0,03div  (Artwork:rainbowstride)
[Rakiata's Dance][6L]:839,7c/5div  (Artwork:RakiataSword)
[Rakiata's Dance][5L]:802,75c/4,78div  (Artwork:RakiataSword)
[Rakiata's Dance]:787,25c/4,69div  (Artwork:RakiataSword)
[Ralakesh's Impatience]:140c/0,83div  (Artwork:RalakeshsImpatience)
[Rashkaldor's Patience]:4c/0,02div  (Artwork:RashkaldorsPatience)
[Rathpith Globe]:20c/0,12div  (Artwork:ShieldInt6unique)
[Rational Doctrine]:1175,86c/7div  (Artwork:UberCortexJewel)
[Rat's Nest]:1c/0,01div  (Artwork:RatsNest)
[Ravenous Passion]:14,6c/0,09div  (Artwork:UberEaterofWorldsHelmet)
[Razor of the Seventh Sun]:8c/0,05div  (Artwork:RazorOfTheSeventhSun)
[Reach of the Council][6L]:62c/0,37div  (Artwork:BowOfTheCouncil)
[Reach of the Council][5L]:11,5c/0,07div  (Artwork:BowOfTheCouncil)
[Reach of the Council]:5c/0,03div  (Artwork:BowOfTheCouncil)
[Realmshaper][6L]:36c/0,21div  (Artwork:Staff5unique)
[Realmshaper][5L]:18,4c/0,11div  (Artwork:Staff5unique)
[Realmshaper]:1c/0,01div  (Artwork:Staff5unique)
[Reaper's Pursuit][6L]:40c/0,24div  (Artwork:TwoHandAxeUnique1)
[Reaper's Pursuit][5L]:34,2c/0,2div  (Artwork:TwoHandAxeUnique1)
[Reaper's Pursuit]:1c/0,01div  (Artwork:TwoHandAxeUnique1)
[Rearguard]:4c/0,02div  (Artwork:Rearguard)
[Rebuke of the Vaal]:5c/0,03div  (Artwork:OneHandSword7Unique)
[Reckless Defence]:5c/0,03div  (Artwork:RecklessDefense)
[Redbeak]:2c/0,01div  (Artwork:OneHandSword1Unique)
[Redblade Band]:4c/0,02div  (Artwork:Redblade)
[Redblade Banner]:10c/0,06div  (Artwork:RedbladeBanner)
[Redblade Tramplers]:3c/0,02div  (Artwork:Rumblestep)
[Reefbane]:822,91c/4,9div  (Artwork:Reefbane)
[Relentless Fury]:2c/0,01div  (Artwork:RelentlessFury)
[Relic of the Pact]:40c/0,24div  (Artwork:IpochotlWand)
[Repentance]:3c/0,02div  (Artwork:Repentance)
[Replica Abyssus]:20c/0,12div  (Artwork:Abyssus)
[Replica Advancing Fortress]:10c/0,06div  (Artwork:Clawshield3)
[Replica Alberon's Warpath]:1343,84c/8div  (Artwork:Alberonswarpath)
[Replica Allelopathy]:8,1c/0,05div  (Artwork:EmbalmersGloves)
[Replica Allure]:19,8c/0,12div  (Artwork:Allure)
[Replica Alpha's Howl]:10c/0,06div  (Artwork:Wolfhead)
[Replica Ambu's Charge][6L]:90,47c/0,54div  (Artwork:StrInt3AUnique2)
[Replica Ambu's Charge][5L]:16,4c/0,1div  (Artwork:StrInt3AUnique2)
[Replica Ambu's Charge]:10c/0,06div  (Artwork:StrInt3AUnique2)
[Replica Atziri's Acuity]:100c/0,6div  (Artwork:AtzirisAcuity)
[Replica Atziri's Foible]:15c/0,09div  (Artwork:Quid)
[Replica Badge of the Brotherhood]:80c/0,48div  (Artwork:AssassinUnique)
[Replica Bated Breath]:167,98c/1div  (Artwork:BatedBreath)
[Replica Bitterdream]:10c/0,06div  (Artwork:scepter8unique2)
[Replica Blood Thorn]:5c/0,03div  (Artwork:TheBloodThorn)
[Replica Bloodplay]:7c/0,04div  (Artwork:BloodPlay)
[Replica Bones of Ullr]:9c/0,05div  (Artwork:bootunique)
[Replica Cold Iron Point]:17c/0,1div  (Artwork:ColdIronPoint)
[Replica Cortex](T11):100c/0,6div  (Artwork:SynthesisBossGuardianMap)
[Replica Covenant][6L]:419,95c/2,5div  (Artwork:Embrace)
[Replica Covenant][5L]:275,98c/1,64div  (Artwork:Embrace)
[Replica Covenant]:20c/0,12div  (Artwork:Embrace)
[Replica Doedre's Damning]:10c/0,06div  (Artwork:Ring3Unique)
[Replica Dragonfang's Flight]:20c/0,12div  (Artwork:Malachai's BrillianceAmulet)
[Replica Dreamfeather]:20c/0,12div  (Artwork:Dreamfeather)
[Replica Duskdawn][6L]:789,32c/4,7div  (Artwork:SolarisLunarisStaff)
[Replica Duskdawn]:587,79c/3,5div  (Artwork:SolarisLunarisStaff)
[Replica Earendel's Embrace]:10c/0,06div  (Artwork:EarendelsEmbrace)
[Replica Emberwake]:15c/0,09div  (Artwork:Ring10)
[Replica Eternity Shroud][6L]:335,96c/2div  (Artwork:MantleOfDismantling)
[Replica Eternity Shroud][5L]:335,96c/2div  (Artwork:MantleOfDismantling)
[Replica Eternity Shroud]:167,98c/1div  (Artwork:MantleOfDismantling)
[Replica Farrul's Fur][6L]:638,32c/3,8div  (Artwork:TigerBodyArmour)
[Replica Farrul's Fur][5L]:487,14c/2,9div  (Artwork:TigerBodyArmour)
[Replica Farrul's Fur]:334,78c/1,99div  (Artwork:TigerBodyArmour)
[Replica Fencoil]:10c/0,06div  (Artwork:Staff1unique)
[Replica Fragility]:7c/0,04div  (Artwork:RedCorrupt6)
[Replica Frostbreath]:19c/0,11div  (Artwork:FrostBreath)
[Replica Grip of the Council]:10c/0,06div  (Artwork:GlovesInt3Unique2)
[Replica Harvest]:8,7c/0,05div  (Artwork:TheExtractor)
[Replica Headhunter]:335,96c/2div  (Artwork:Headhunter)
[Replica Heartbreaker]:9,3c/0,06div  (Artwork:Heartbreaker)
[Replica Heatshiver]:19c/0,11div  (Artwork:Heatshiver)
[Replica Hinekora's Sight]:10c/0,06div  (Artwork:HinekorasSight)
[Replica Hyrri's Ire][6L]:587,93c/3,5div  (Artwork:BodyDex3CUnique)
[Replica Hyrri's Ire][5L]:167,98c/1div  (Artwork:BodyDex3CUnique)
[Replica Hyrri's Ire]:80c/0,48div  (Artwork:BodyDex3CUnique)
[Replica Hyrri's Truth]:10c/0,06div  (Artwork:SynthesisAccuracyAmulet)
[Replica Infractem]:9c/0,05div  (Artwork:Infractem)
[Replica Innsbury Edge]:20c/0,12div  (Artwork:ElderSword)
[Replica Inya's Epiphany]:7c/0,04div  (Artwork:PaleCouncilBoots)
[Replica Iron Commander][6L]:503,82c/3div  (Artwork:IronCommendant)
[Replica Iron Commander][5L]:42c/0,25div  (Artwork:IronCommendant)
[Replica Iron Commander]:15c/0,09div  (Artwork:IronCommendant)
[Replica Kalisa's Grace]:10c/0,06div  (Artwork:KalisasGrace)
[Replica Kaom's Heart]:20c/0,12div  (Artwork:BodyStr3CUnique)
[Replica Karui Ward]:20c/0,12div  (Artwork:Amulet4Unique)
[Replica Kongor's Undying Rage][6L]:839,7c/5div  (Artwork:KongorsUndyingRage)
[Replica Kongor's Undying Rage]:654,97c/3,9div  (Artwork:KongorsUndyingRage)
[Replica Last Resort]:10c/0,06div  (Artwork:NerasLastResort)
[Replica Lavianga's Spirit]:10c/0,06div  (Artwork:LaviangasOil)
[Replica Leer Cast]:9c/0,05div  (Artwork:HelmetDexInt9x)
[Replica Lioneye's Paws]:8c/0,05div  (Artwork:LioneyesPaws)
[Replica Loreweave][6L]:167,98c/1div  (Artwork:Loreweave)
[Replica Loreweave][5L]:40c/0,24div  (Artwork:Loreweave)
[Replica Loreweave]:20c/0,12div  (Artwork:Loreweave)
[Replica Malachai's Artifice]:9c/0,05div  (Artwork:MalachaisArtifice)
[Replica Maloney's Mechanism]:45c/0,27div  (Artwork:TriggerQuiverBase)
[Replica Midnight Bargain]:10c/0,06div  (Artwork:WandUnique3)
[Replica Mistwall]:15c/0,09div  (Artwork:Mistwall)
[Replica Nebulis]:121,6c/0,72div  (Artwork:SceptreOfMemories)
[Replica Oro's Sacrifice][6L]:258,63c/1,54div  (Artwork:OrosSacrifice)
[Replica Oro's Sacrifice][5L]:110c/0,65div  (Artwork:OrosSacrifice)
[Replica Oro's Sacrifice]:10c/0,06div  (Artwork:OrosSacrifice)
[Replica Pacifism]:5c/0,03div  (Artwork:GreenCorrupt6)
[Replica Paradoxica]:30c/0,18div  (Artwork:AssassinationUnique2)
[Replica Perfect Form][6L]:167,98c/1div  (Artwork:ThePerfectForm)
[Replica Perfect Form][5L]:58c/0,35div  (Artwork:ThePerfectForm)
[Replica Perfect Form]:15c/0,09div  (Artwork:ThePerfectForm)
[Replica Pillars of Arun](T2):10c/0,06div  (Artwork:PillarsOfVastiri)
[Replica Poorjoy's Asylum](T14):35c/0,21div  (Artwork:PoorjoysAsylum)
[Replica Powerlessness]:3,2c/0,02div  (Artwork:BlueCorrupt6)
[Replica Primordial Might]:10c/0,06div  (Artwork:GolemInfernal)
[Replica Prismweave]:10c/0,06div  (Artwork:Prismweave)
[Replica Quill Rain][6L]:165,56c/0,99div  (Artwork:Bow2unique)
[Replica Quill Rain][5L]:135c/0,8div  (Artwork:Bow2unique)
[Replica Quill Rain]:8c/0,05div  (Artwork:Bow2unique)
[Replica Reckless Defence]:20c/0,12div  (Artwork:RecklessDefense)
[Replica Red Trail]:19c/0,11div  (Artwork:TheInfinitePursuit)
[Replica Restless Ward][6L]:335,96c/2div  (Artwork:TheRestlessWard)
[Replica Restless Ward][5L]:26c/0,15div  (Artwork:TheRestlessWard)
[Replica Restless Ward]:10c/0,06div  (Artwork:TheRestlessWard)
[Replica Rumi's Concoction]:15c/0,09div  (Artwork:BlockFlask)
[Replica Shroud of the Lightless]:671,92c/4div  (Artwork:AbyssBody)
[Replica Siegebreaker]:10c/0,06div  (Artwork:85482)
[Replica Sorrow of the Divine]:15c/0,09div  (Artwork:SorrowOfTheDivine)
[Replica Soul Strike]:10c/0,06div  (Artwork:Soulstrike)
[Replica Soul Tether]:20c/0,12div  (Artwork:SoulTether)
[Replica Stampede]:25c/0,15div  (Artwork:Supporter1bootA)
[Replica Tasalio's Sign]:20c/0,12div  (Artwork:TasaliosSign)
[Replica Tempestuous Steel]:10c/0,06div  (Artwork:TempestuousSteel)
[Replica Three-step Assault]:8c/0,05div  (Artwork:ThreeStepAssault)
[Replica Trypanon][6L]:167,94c/1div  (Artwork:Trypanon)
[Replica Trypanon][5L]:100c/0,6div  (Artwork:Trypanon)
[Replica Trypanon]:50c/0,3div  (Artwork:Trypanon)
[Replica Tukohama's Fortress]:503,94c/3div  (Artwork:TukohamasFortress)
[Replica Tulfall]:15c/0,09div  (Artwork:TulbornUpgraded)
[Replica Twyzel]:10c/0,06div  (Artwork:Wand1Unique)
[Replica Ungil's Gauche]:19,2c/0,11div  (Artwork:Dagger3unique)
[Replica Veil of the Night]:10c/0,06div  (Artwork:VeilOfTheNight)
[Replica Victario's Charity]:20c/0,12div  (Artwork:VictarosCharity)
[Replica Voideye]:15c/0,09div  (Artwork:unused4)
[Replica Voidwalker]:20c/0,12div  (Artwork:CrossingTheVoid)
[Replica Volkuur's Guidance]:10c/0,06div  (Artwork:PaleCouncilGloves)
[Replica Windripper][6L]:167,94c/1div  (Artwork:Eagle)
[Replica Windripper][5L]:167,94c/1div  (Artwork:Eagle)
[Replica Windripper]:119,93c/0,71div  (Artwork:Eagle)
[Replica Wings of Entropy][6L]:174,66c/1,04div  (Artwork:Entropywings)
[Replica Wings of Entropy]:10c/0,06div  (Artwork:Entropywings)
[Replica Winterheart]:10c/0,06div  (Artwork:WinterHeartALT)
[Replica Witchfire Brew]:10c/0,06div  (Artwork:WitchFireBrew)
[Retaliation Charm]:1c/0,01div  (Artwork:SharedUnsight)
[Reverberation Rod]:3c/0,02div  (Artwork:ReverberationRod)
[Rewritten Distant Memory](T11):29c/0,17div  (Artwork:SynthesisGolemGuardianMap)
[Rigwald's Charge][6L]:49,3c/0,29div  (Artwork:TwoHandSword5Unique)
[Rigwald's Charge][5L]:41,4c/0,25div  (Artwork:TwoHandSword5Unique)
[Rigwald's Charge]:1c/0,01div  (Artwork:TwoHandSword5Unique)
[Rigwald's Command]:3c/0,02div  (Artwork:RigwarlSword)
[Rigwald's Crest]:5c/0,03div  (Artwork:RigwaldsCrest)
[Rigwald's Curse]:5c/0,03div  (Artwork:UniqueDireClawTalisman)
[Rigwald's Quills]:24c/0,14div  (Artwork:RigwaldsQuills)
[Rigwald's Savagery]:3c/0,02div  (Artwork:RigwarlAxe)
[Rime Gaze]:3c/0,02div  (Artwork:HelmetDexIntUnique1)
[Rise of the Phoenix]:3c/0,02div  (Artwork:Riseofthephoenix)
[Rive]:1c/0,01div  (Artwork:BleedClaw)
[Romira's Banquet]:4,5c/0,03div  (Artwork:RomirasBanquet)
[Rotblood Promise]:7c/0,04div  (Artwork:CursedEye)
[Rotgut]:1c/0,01div  (Artwork:Rotgut)
[Roth's Reach][6L]:50c/0,3div  (Artwork:SarkhamsReach)
[Roth's Reach][5L]:14c/0,08div  (Artwork:SarkhamsReach)
[Roth's Reach]:1c/0,01div  (Artwork:SarkhamsReach)
[Rumi's Concoction]:10c/0,06div  (Artwork:BlockFlask)
[Ryslatha's Coil]:30c/0,18div  (Artwork:RyuslathasClutches)
[Sacrificial Heart]:10c/0,06div  (Artwork:Sacrificial_Heart)
[Sadima's Touch]:1c/0,01div  (Artwork:SadimasTouch)
[Saemus' Gift]:1c/0,01div  (Artwork:SeamusGift)
[Saffell's Frame]:5c/0,03div  (Artwork:ShieldStrIntUnique6)
[Sandstorm Visage]:1343,84c/8div  (Artwork:AnwensTiara)
[Sap of the Seasons]:5c/0,03div  (Artwork:UniquePrismatic)
[Saqawal's Flock]:10c/0,06div  (Artwork:AvianHelmet)
[Saqawal's Nest][6L]:335,96c/2div  (Artwork:AvianBodyArmour)
[Saqawal's Nest][5L]:108c/0,64div  (Artwork:AvianBodyArmour)
[Saqawal's Nest]:20c/0,12div  (Artwork:AvianBodyArmour)
[Saqawal's Talons]:5c/0,03div  (Artwork:AvianBoots)
[Saqawal's Winds]:5c/0,03div  (Artwork:AvianGloves)
[Scaeva]:2c/0,01div  (Artwork:Scaeva)
[Scold's Bridle]:10c/0,06div  (Artwork:ScoldsBridle)
[Scornflux]:5c/0,03div  (Artwork:MistySteps)
[Scorpion's Call]:2c/0,01div  (Artwork:BloodSandQuiver)
[Second Piece of Brutality]:5c/0,03div  (Artwork:Shard2)
[Second Piece of Directions]:5c/0,03div  (Artwork:Shard2)
[Second Piece of Focus]:4c/0,02div  (Artwork:ChannelingShieldShard2)
[Second Piece of Storms]:5c/0,03div  (Artwork:Shard2)
[Second Piece of the Arcane]:5c/0,03div  (Artwork:HarbingerSwordShard2)
[Second Piece of Time]:4,9c/0,03div  (Artwork:HarbingerBeltShard2)
[Seething Fury]:5c/0,03div  (Artwork:SpectralThrowThreshold)
[Self-Flagellation]:5c/0,03div  (Artwork:GreenCorrupt5)
[Sentari's Answer]:1c/0,01div  (Artwork:SantarisAnswer)
[Servant of Decay][6L]:130c/0,77div  (Artwork:Deepcaller)
[Servant of Decay][5L]:45c/0,27div  (Artwork:Deepcaller)
[Servant of Decay]:30c/0,18div  (Artwork:Deepcaller)
[Seven Teachings][6L]:503,94c/3div  (Artwork:SevenTeachings)
[Seven Teachings][5L]:100c/0,6div  (Artwork:SevenTeachings)
[Seven Teachings]:40c/0,24div  (Artwork:SevenTeachings)
[Seven-League Step]:30c/0,18div  (Artwork:BootsDexUnique3)
[Severed in Sleep]:5c/0,03div  (Artwork:EternalSleep1)
[Shackles of the Wretched]:1c/0,01div  (Artwork:RecallingtheWretched)
[Shade of Solaris]:40c/0,24div  (Artwork:SolarisWand)
[Shadows and Dust]:1c/0,01div  (Artwork:ShadowsAndDust)
[Shaper's Seed]:3c/0,02div  (Artwork:ShapersSeed)
[Shaper's Touch]:10c/0,06div  (Artwork:ShapersGloves)
[Shattershard]:15c/0,09div  (Artwork:EverglassBarrier)
[Shavronne's Pace]:1c/0,01div  (Artwork:ShavronnesPace)
[Shavronne's Revelation]:40c/0,24div  (Artwork:MoonstoneRingUnique)
[Shavronne's Wrappings][6L]:167,98c/1div  (Artwork:BodyInt1CUnique)
[Shavronne's Wrappings][5L]:40,5c/0,24div  (Artwork:BodyInt1CUnique)
[Shavronne's Wrappings]:15c/0,09div  (Artwork:BodyInt1CUnique)
[Shimmeron]:10c/0,06div  (Artwork:ElderWand)
[Shiversting][6L]:30,5c/0,18div  (Artwork:TwoHandSword6Unique)
[Shiversting][5L]:5c/0,03div  (Artwork:TwoHandSword6Unique)
[Shiversting]:1c/0,01div  (Artwork:TwoHandSword6Unique)
[Shroud of the Lightless]:2838,86c/16,9div  (Artwork:AbyssBody)
[Shroud of the Lightless]:30c/0,18div  (Artwork:AbyssBody)
[Sibyl's Lament]:2,7c/0,02div  (Artwork:SibylsLament)
[Sidhebreath]:4,3c/0,03div  (Artwork:Amulet1Unique)
[Siegebreaker]:5c/0,03div  (Artwork:85482)
[Sign of the Sin Eater]:2c/0,01div  (Artwork:ScepterOfSuffering)
[Silverbranch][6L]:100c/0,6div  (Artwork:Bow1Unique)
[Silverbranch][5L]:23,5c/0,14div  (Artwork:Bow1Unique)
[Silverbranch]:3c/0,02div  (Artwork:Bow1Unique)
[Sin Trek]:5c/0,03div  (Artwork:SinTrek)
[Singularity]:3c/0,02div  (Artwork:Gloomeye)
[Sin's Rebirth]:20c/0,12div  (Artwork:Sin)
[Sinvicta's Mettle][6L]:50c/0,3div  (Artwork:SinvictasMettle)
[Sinvicta's Mettle][5L]:13,5c/0,08div  (Artwork:SinvictasMettle)
[Sinvicta's Mettle]:1c/0,01div  (Artwork:SinvictasMettle)
[Sire of Shards][6L]:108c/0,64div  (Artwork:Radience)
[Sire of Shards][5L]:15c/0,09div  (Artwork:Radience)
[Sire of Shards]:2c/0,01div  (Artwork:Radience)
[Skin of the Loyal][6L]:20c/0,12div  (Artwork:MyriadGrasp)
[Skirmish]:2c/0,01div  (Artwork:TheSkirmish)
[Skullhead]:1c/0,01div  (Artwork:Skullhead)
[Skyforth]:40c/0,24div  (Artwork:Skyforth)
[Slavedriver's Hand]:145,64c/0,87div  (Artwork:SlavedriversHand)
[Slitherpinch]:1c/0,01div  (Artwork:Slitherpinch)
[Slivertongue][6L]:77,1c/0,46div  (Artwork:SilverTongue)
[Slivertongue][5L]:23c/0,14div  (Artwork:SilverTongue)
[Slivertongue]:3c/0,02div  (Artwork:SilverTongue)
[Snakebite]:2c/0,01div  (Artwork:frenzygloves)
[Snakepit]:7c/0,04div  (Artwork:Serpentseed)
[Solaris Lorica][6L]:40c/0,24div  (Artwork:tornfleshofgods)
[Solaris Lorica][5L]:20c/0,12div  (Artwork:tornfleshofgods)
[Solaris Lorica]:1c/0,01div  (Artwork:tornfleshofgods)
[Solstice Vigil]:150c/0,89div  (Artwork:ShapersPresence)
[Song of the Sirens]:587,79c/3,5div  (Artwork:UniqueFishingRod1)
[Soul Ascension]:419,95c/2,5div  (Artwork:SoulAscension)
[Soul Catcher]:3c/0,02div  (Artwork:SoulCatcher)
[Soul Mantle][6L]:167,98c/1div  (Artwork:SoulMantle)
[Soul Mantle][5L]:20c/0,12div  (Artwork:SoulMantle)
[Soul Mantle]:3c/0,02div  (Artwork:SoulMantle)
[Soul Ripper]:839,9c/5div  (Artwork:SoulRipper)
[Soul Strike]:1c/0,01div  (Artwork:Soulstrike)
[Soul Taker]:612,98c/3,65div  (Artwork:Alexaxe)
[Soul Tether]:4c/0,02div  (Artwork:SoulTether)
[Soulbound]:4c/0,02div  (Artwork:BondedLife)
[Soulthirst]:4c/0,02div  (Artwork:Soulthirst)
[Soulwrest][6L]:80c/0,48div  (Artwork:TopDownStaveIcon)
[Soulwrest][5L]:50c/0,3div  (Artwork:TopDownStaveIcon)
[Soulwrest]:3c/0,02div  (Artwork:TopDownStaveIcon)
[Southbound]:3c/0,02div  (Artwork:Northbound)
[Speaker's Wreath]:3,61c/0,02div  (Artwork:MinionHelmet)
[Spinehail]:167,98c/1div  (Artwork:Spinehail)
[Split Personality]:10c/0,06div  (Artwork:UniqueJewelBase1)
[Sporeguard][5L]:1007,88c/6div  (Artwork:Supporter1bodyA)
[Sporeguard][6L]:789,51c/4,7div  (Artwork:Supporter1bodyA)
[Sporeguard]:671,92c/4div  (Artwork:Supporter1bodyA)
